ID,TARGET
2,0.0399824976921
5,0.0501871034503
6,0.0024432472419
7,0.00837020389736
9,0.00267812749371
11,0.226063519716
12,0.0432708188891
15,0.159392789006
16,0.0263372547925
17,0.0203429087996
19,0.0290406756103
21,0.00308624096215
22,0.0199179369956
24,0.0128709375858
27,0.00894839409739
28,0.0219718553126
30,0.100109525025
33,0.00308695714921
35,0.0147334299982
37,0.0216164179146
38,0.0274022854865
40,0.178896024823
41,0.022376742214
44,0.00885556731373
46,0.0539096109569
47,0.0123395752162
48,0.00308695714921
50,0.00487368041649
52,0.159498542547
53,0.00828133523464
55,0.02249446325
57,0.00236978381872
58,0.0118351336569
59,0.0149875450879
62,0.0309462528676
63,0.0125283030793
64,0.0284859836102
65,0.0168198440224
67,0.0192631278187
69,0.0499401055276
70,0.00308695714921
71,0.0258775688708
72,0.00574757019058
73,0.00327060651034
76,0.00645764730871
78,0.0056561017409
79,0.0347297638655
81,0.00255298311822
85,0.0127153126523
86,0.00362210860476
89,0.0339643470943
94,0.124661147594
96,0.00341513310559
97,0.0263181515038
98,0.00328619265929
99,0.0113854017109
100,0.224984258413
103,0.088069088757
104,0.00509495753795
108,0.0112969856709
110,0.00393611937761
112,0.0234688799828
114,0.0407924987376
116,0.0224561057985
117,0.0129968579859
119,0.00495204888284
120,0.00665767630562
121,0.0026908707805
123,0.0213209409267
124,0.0310504510999
126,0.00280919135548
128,0.0162397157401
129,0.0974112302065
133,0.0369012765586
138,0.0255530532449
147,0.0319041348994
149,0.00857416912913
158,0.00267812749371
160,0.00933192297816
164,0.034865193069
167,0.0490281842649
168,0.0116903269663
174,0.0103340027854
181,0.0199250448495
185,0.0337735302746
187,0.00315808830783
189,0.0162828136235
190,0.0544255934656
194,0.00853134971112
197,0.0669801384211
198,0.0191329792142
201,0.0527247712016
205,0.013122160919
208,0.159092828631
211,0.0106272026896
216,0.0306964851916
219,0.0378627479076
223,0.00821225624532
224,0.0983768329024
226,0.0139329666272
229,0.0156595464796
230,0.0194604005665
237,0.020590160042
238,0.021539663896
240,0.0730515047908
243,0.00294439704157
245,0.103635132313
246,0.213108196855
247,0.00520706037059
248,0.0097765987739
249,0.00308695714921
250,0.229528918862
251,0.00266115320846
255,0.101083010435
256,0.025535069406
257,0.0753630250692
260,0.161134600639
261,0.00577035173774
263,0.190716251731
264,0.166667282581
267,0.0116914119571
268,0.0214434079826
272,0.00681775249541
274,0.010449222289
275,0.00345891527832
277,0.250384837389
278,0.265667796135
280,0.00633416604251
281,0.0210474990308
282,0.077079154551
283,0.0122644286603
284,0.111446544528
286,0.017796786502
290,0.0235843993723
291,0.0306695662439
293,0.0313428267837
295,0.133625477552
297,0.0025234494824
298,0.0738490968943
300,0.00572017068043
304,0.00799826346338
305,0.00679603498429
308,0.00350230978802
309,0.00995773822069
310,0.00329327071086
312,0.0315541066229
313,0.166667282581
315,0.00901080109179
317,0.0217733737081
318,0.0304449237883
321,0.0114040402696
323,0.056520845741
325,0.00896480400115
326,0.0149875450879
327,0.0161550790071
328,0.105299323797
329,0.0246910750866
330,0.00413290224969
331,0.0111413439736
334,0.0282791145146
335,0.00911673344672
336,0.0638969913125
337,0.00608731200919
338,0.0530655235052
339,0.0160541273654
341,0.202361777425
343,0.0101714385673
346,0.00252416962758
348,0.00366059062071
350,0.19284491241
351,0.0025291449856
352,0.0225841309875
357,0.0561365894973
358,0.0131476866081
360,0.005672742147
361,0.0176044628024
364,0.0193026699126
365,0.036140434444
366,0.0180120598525
367,0.00457475008443
368,0.00491589307785
